SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,SepalArea,PetalArea,TotalFlowerArea,SepalPetalRatio,PetalAspectRatio,FlowerVolumeIndex,Temperature,Humidity,SunlightHours,SoilPH,SoilMoisture,Rainfall,HealthScore,DiseaseRisk,Species
5.2,2.9,3.6,1.7,15.08,6.12,21.2,1.444,2.118,5.43,22.9,51,5.6,6.5,53,234.6,87.2,2,1
7.3,3.5,6.6,2.5,25.55,16.5,42.05,1.106,2.64,16.86,28.9,54,5.9,6.28,76,203.3,100.0,1,2
4.5,3.2,1.7,0.2,14.4,0.34,14.74,2.647,8.5,2.45,22.5,53,5.1,6.27,50,133.7,70.4,0,0
6.2,2.9,3.3,1.8,17.98,5.94,23.92,1.879,1.833,5.93,30.9,69,6.5,6.49,64,133.3,82.5,2,1
4.9,3.5,1.4,0.4,17.15,0.56,17.71,3.5,3.5,2.4,27.7,59,8.2,5.97,30,66.8,76.7,2,0
6.1,3.3,4.9,1.0,20.13,4.9,25.03,1.245,4.9,9.86,22.9,53,5.8,5.79,84,146.8,86.7,2,1
5.4,3.2,3.1,1.1,17.28,3.41,20.69,1.742,2.818,5.36,31.5,90,4.9,6.97,74,241.9,74.8,0,1
5.2,3.1,5.6,2.1,16.12,11.76,27.88,0.929,2.667,9.03,20.2,54,6.2,5.66,34,22.9,98.8,1,2
5.2,2.3,4.6,1.6,11.96,7.36,19.32,1.13,2.875,5.5,27.8,64,6.8,6.95,58,199.7,87.8,2,1
5.1,2.1,4.3,1.5,10.71,6.45,17.16,1.186,2.867,4.61,20.4,55,4.1,7.17,73,238.1,82.2,2,1
7.4,3.7,5.7,2.2,27.38,12.54,39.92,1.298,2.591,15.61,23.9,55,5.6,5.68,54,244.9,89.1,1,2
4.9,2.4,1.4,0.5,11.76,0.7,12.46,3.5,2.8,1.65,31.7,83,9.1,7.13,59,129.8,73.8,0,0
6.6,2.2,4.7,1.5,14.52,7.05,21.57,1.404,3.133,6.82,20.7,51,4.6,6.23,79,214.7,76.5,2,1
5.2,2.1,3.4,1.0,10.92,3.4,14.32,1.529,3.4,3.71,30.7,57,7.3,6.78,32,75.3,70.2,0,1
6.6,3.1,6.4,1.5,20.46,9.6,30.06,1.031,4.267,13.09,22.4,64,4.1,6.21,48,240.5,89.2,1,2
6.5,3.0,5.0,1.6,19.5,8.0,27.5,1.3,3.125,9.75,19.4,71,9.4,6.51,62,205.7,80.4,2,1
7.3,3.0,6.6,1.4,21.9,9.24,31.14,1.106,4.714,14.45,20.3,88,6.8,7.27,35,239.1,84.2,2,2
5.5,3.7,1.7,0.2,20.35,0.34,20.69,3.235,8.5,3.46,31.5,78,10.0,6.72,63,234.0,68.1,0,0
4.8,3.1,1.8,0.3,14.88,0.54,15.42,2.667,6.0,2.68,30.5,88,6.3,5.92,69,159.6,78.4,2,0
6.8,3.0,6.4,1.6,20.4,10.24,30.64,1.062,4.0,13.06,30.2,80,9.2,7.09,35,134.7,89.8,1,2
5.7,2.6,1.3,0.3,14.82,0.39,15.21,4.385,4.333,1.93,19.2,56,8.3,6.42,60,245.1,75.0,0,0
6.3,2.2,3.3,1.5,13.86,4.95,18.81,1.909,2.2,4.57,18.6,63,6.4,7.21,73,49.7,77.8,2,1
7.8,2.8,6.1,2.0,21.84,12.2,34.04,1.279,3.05,13.32,21.7,88,4.3,7.45,33,190.4,90.3,1,2
4.9,3.6,5.2,1.6,17.64,8.32,25.96,0.942,3.25,9.17,23.6,49,5.3,7.25,72,41.5,86.1,2,2
6.5,3.5,4.8,1.6,22.75,7.68,30.43,1.354,3.0,10.92,19.5,70,8.6,5.9,51,34.8,82.8,2,2
6.4,3.3,5.6,1.7,21.12,9.52,30.64,1.143,3.294,11.83,18.5,54,9.7,5.79,43,93.6,81.5,2,2
7.2,2.3,6.4,2.3,16.56,14.72,31.28,1.125,2.783,10.6,31.7,58,4.3,7.24,78,177.2,95.8,1,2
5.4,2.4,5.2,1.5,12.96,7.8,20.76,1.038,3.467,6.74,30.2,73,9.2,6.55,72,225.4,80.5,2,2
4.4,4.2,1.3,0.5,18.48,0.65,19.13,3.385,2.6,2.4,20.3,67,9.7,6.46,64,178.4,65.9,0,0
6.2,3.7,5.9,2.3,22.94,13.57,36.51,1.051,2.565,13.53,25.9,83,5.2,6.95,67,161.8,94.3,1,2
7.1,3.4,5.3,1.6,24.14,8.48,32.62,1.34,3.312,12.79,24.4,54,7.0,6.13,80,243.1,85.5,2,2
7.1,3.8,6.8,2.3,26.98,15.64,42.62,1.044,2.957,18.35,26.9,85,9.8,5.69,43,191.5,96.3,1,2
6.5,2.5,5.4,1.8,16.25,9.72,25.97,1.204,3.0,8.78,31.3,88,7.5,5.53,82,103.7,86.3,2,2
6.0,3.2,4.5,1.5,19.2,6.75,25.95,1.333,3.0,8.64,24.4,71,6.1,7.16,57,140.3,87.7,2,1
5.7,3.3,1.3,0.4,18.81,0.52,19.33,4.385,3.25,2.45,20.3,72,6.3,7.19,74,176.5,73.2,0,0
6.8,3.7,6.6,2.5,25.16,16.5,41.66,1.03,2.64,16.61,29.3,51,4.5,5.53,56,43.8,100.0,1,2
7.7,2.4,5.6,2.0,18.48,11.2,29.68,1.375,2.8,10.35,18.5,63,9.1,5.92,79,124.6,90.5,1,2
5.6,4.3,1.3,0.5,24.08,0.65,24.73,4.308,2.6,3.13,24.5,86,8.2,6.98,30,236.1,75.8,2,0
5.8,3.6,5.1,2.3,20.88,11.73,32.61,1.137,2.217,10.65,29.1,71,8.0,5.51,56,27.5,85.9,2,2
6.7,2.7,4.6,1.3,18.09,5.98,24.07,1.457,3.538,8.32,20.4,81,10.0,5.98,55,64.3,84.3,2,1
5.5,3.5,1.1,0.4,19.25,0.44,19.69,5.0,2.75,2.12,31.7,56,6.4,6.14,40,120.6,64.5,0,0
5.1,3.6,1.7,0.5,18.36,0.85,19.21,3.0,3.4,3.12,26.8,61,9.0,5.82,50,66.9,65.2,0,0
4.9,3.1,3.3,1.5,15.19,4.95,20.14,1.485,2.2,5.01,25.6,50,7.4,5.55,76,50.0,79.2,2,1
7.2,2.5,6.1,1.6,18.0,9.76,27.76,1.18,3.812,10.98,20.7,60,8.4,7.11,54,197.2,92.1,1,2
5.1,2.2,3.0,1.8,11.22,5.4,16.62,1.7,1.667,3.37,30.1,52,6.8,6.69,36,52.6,77.0,2,1
4.4,3.3,1.3,0.5,14.52,0.65,15.17,3.385,2.6,1.89,23.5,76,8.8,6.33,61,240.6,64.5,0,0
6.2,3.6,6.0,1.9,22.32,11.4,33.72,1.033,3.158,13.39,20.3,64,4.1,5.86,66,165.2,98.5,1,2
5.8,4.4,1.4,0.4,25.52,0.56,26.08,4.143,3.5,3.57,25.7,55,7.1,6.01,37,64.4,63.6,0,0
5.1,3.9,1.2,0.3,19.89,0.36,20.25,4.25,4.0,2.39,30.6,46,6.0,5.94,76,179.1,64.7,0,0
5.9,3.3,3.7,1.4,19.47,5.18,24.65,1.595,2.643,7.2,22.1,76,6.6,7.39,42,77.5,75.5,2,1
5.7,2.8,5.9,2.2,15.96,12.98,28.94,0.966,2.682,9.42,22.4,58,9.7,6.48,58,117.5,99.9,1,2
6.2,2.9,3.9,1.5,17.98,5.85,23.83,1.59,2.6,7.01,23.2,85,8.9,6.4,32,240.4,77.7,2,1
5.5,3.2,4.4,1.8,17.6,7.92,25.52,1.25,2.444,7.74,22.9,46,4.7,7.12,57,201.9,83.6,2,1
4.6,3.1,1.1,0.3,14.26,0.33,14.59,4.182,3.667,1.57,18.1,89,4.1,6.16,59,150.5,67.8,0,0
5.1,3.1,1.5,0.4,15.81,0.6,16.41,3.4,3.75,2.37,19.4,62,8.3,7.39,81,217.8,64.4,0,0
6.2,3.4,5.3,1.8,21.08,9.54,30.62,1.17,2.944,11.17,20.8,76,7.0,7.48,56,47.4,88.3,1,2
5.9,2.8,5.9,1.7,16.52,10.03,26.55,1.0,3.471,9.75,27.0,81,9.9,7.32,48,50.1,97.5,1,2
5.6,4.2,1.0,0.4,23.52,0.4,23.92,5.6,2.5,2.35,19.0,51,9.0,6.33,49,83.2,74.9,0,0
5.1,3.1,4.0,1.0,15.81,4.0,19.81,1.275,4.0,6.32,22.2,74,7.0,6.78,37,213.9,85.0,2,1
4.3,2.4,1.0,0.2,10.32,0.2,10.52,4.3,5.0,1.03,22.5,89,8.3,5.95,35,64.0,76.8,2,0
6.6,2.8,3.0,1.6,18.48,4.8,23.28,2.2,1.875,5.54,18.7,47,4.7,7.39,34,80.7,82.6,2,1
5.5,2.2,3.3,1.4,12.1,4.62,16.72,1.667,2.357,3.99,19.8,54,8.5,7.28,56,166.5,81.9,2,1
6.5,3.1,6.1,2.5,20.15,15.25,35.4,1.066,2.44,12.29,22.5,75,5.4,6.03,48,183.6,98.1,1,2
5.3,3.8,1.2,0.1,20.14,0.12,20.26,4.417,12.0,2.42,31.6,48,5.3,6.84,59,208.3,65.2,0,0
4.8,4.0,1.7,0.4,19.2,0.68,19.88,2.824,4.25,3.26,22.4,64,8.3,6.81,84,136.0,78.0,2,0
5.7,3.1,1.4,0.4,17.67,0.56,18.23,4.071,3.5,2.47,20.8,70,5.1,6.06,40,177.8,78.3,2,0
6.8,2.4,6.6,2.2,16.32,14.52,30.84,1.03,3.0,10.77,21.4,74,5.1,5.56,72,142.1,96.7,1,2
5.7,2.5,1.4,0.2,14.25,0.28,14.53,4.071,7.0,1.99,25.0,77,6.0,6.38,53,42.5,72.9,0,0
7.7,2.5,5.0,1.6,19.25,8.0,27.25,1.54,3.125,9.62,21.9,83,7.0,6.37,73,31.5,82.0,2,2
4.6,2.4,1.0,0.2,11.04,0.2,11.24,4.6,5.0,1.1,18.9,51,5.7,7.27,74,184.6,68.7,0,0
4.6,4.0,1.6,0.3,18.4,0.48,18.88,2.875,5.333,2.94,20.4,58,6.1,6.08,68,86.2,63.0,0,0
5.1,3.8,1.4,0.3,19.38,0.42,19.8,3.643,4.667,2.71,30.7,60,5.0,6.86,40,63.1,77.2,2,0
5.7,3.7,1.4,0.1,21.09,0.14,21.23,4.071,14.0,2.95,31.6,49,5.0,7.02,30,156.6,77.8,2,0
4.9,3.6,5.6,1.4,17.64,7.84,25.48,0.875,4.0,9.88,18.2,88,9.9,7.17,63,135.7,89.8,1,2
4.4,4.0,1.3,0.3,17.6,0.39,17.99,3.385,4.333,2.29,22.9,79,5.5,6.47,53,125.5,76.0,2,0
6.4,3.2,4.6,1.7,20.48,7.82,28.3,1.391,2.706,9.42,30.6,83,6.9,6.04,63,187.5,78.0,2,1
6.7,2.9,3.3,1.4,19.43,4.62,24.05,2.03,2.357,6.41,21.4,89,9.8,6.22,77,40.5,86.0,2,1
6.2,3.4,4.8,1.5,21.08,7.2,28.28,1.292,3.2,10.12,30.6,73,9.9,7.25,41,81.0,87.3,2,1
5.7,2.6,5.1,1.2,14.82,6.12,20.94,1.118,4.25,7.56,18.6,78,8.2,7.17,37,119.7,81.5,2,1
5.5,3.4,4.0,1.5,18.7,6.0,24.7,1.375,2.667,7.48,24.5,54,7.1,6.08,65,172.8,78.9,2,1
5.0,2.4,4.0,1.2,12.0,4.8,16.8,1.25,3.333,4.8,29.6,52,4.3,6.11,57,101.0,84.9,2,1
4.7,3.0,1.3,0.5,14.1,0.65,14.75,3.615,2.6,1.83,27.3,80,4.9,5.67,47,52.8,75.0,0,0
6.1,2.1,3.5,1.4,12.81,4.9,17.71,1.743,2.5,4.48,23.0,88,7.8,6.35,36,225.4,86.5,2,1
5.8,3.1,6.1,1.8,17.98,10.98,28.96,0.951,3.389,10.97,26.1,88,8.6,6.0,56,147.5,88.8,1,2
4.7,4.2,1.4,0.2,19.74,0.28,20.02,3.357,7.0,2.76,29.0,72,4.6,6.55,74,92.0,77.5,2,0
6.0,2.8,5.6,2.5,16.8,14.0,30.8,1.071,2.24,9.41,24.5,80,4.2,7.03,35,193.8,99.8,1,2
6.6,2.8,3.8,1.5,18.48,5.7,24.18,1.737,2.533,7.02,30.6,63,4.3,7.19,38,112.7,73.5,0,1
6.3,2.3,4.6,2.3,14.49,10.58,25.07,1.37,2.0,6.67,27.1,66,7.6,7.14,66,130.7,88.5,1,2
4.5,3.5,1.5,0.5,15.75,0.75,16.5,3.0,3.0,2.36,27.8,78,4.9,6.98,61,51.4,77.8,2,0
7.5,2.7,5.2,2.5,20.25,13.0,33.25,1.442,2.08,10.53,18.1,76,7.7,5.9,34,20.0,97.7,1,2
5.1,2.8,1.1,0.1,14.28,0.11,14.39,4.636,11.0,1.57,25.1,70,4.3,5.74,55,131.3,65.2,0,0
5.6,3.4,1.7,0.4,19.04,0.68,19.72,3.294,4.25,3.24,30.0,84,4.7,5.79,31,62.5,76.5,2,0
5.6,3.0,6.2,1.6,16.8,9.92,26.72,0.903,3.875,10.42,24.7,63,8.0,7.42,61,104.5,86.2,2,2
6.4,2.2,3.9,1.3,14.08,5.07,19.15,1.641,3.0,5.49,18.4,74,4.7,6.28,67,89.6,82.5,2,1
6.8,2.3,6.7,2.5,15.64,16.75,32.39,1.015,2.68,10.48,24.6,74,5.7,7.46,52,135.1,100.0,1,2
4.8,3.8,1.4,0.1,18.24,0.14,18.38,3.429,14.0,2.55,27.2,67,7.9,6.63,59,184.5,74.9,0,0
6.5,2.9,4.9,1.1,18.85,5.39,24.24,1.327,4.455,9.24,29.8,75,6.3,6.44,72,61.5,84.1,2,1
7.2,3.0,4.8,1.8,21.6,8.64,30.24,1.5,2.667,10.37,31.4,67,7.5,7.16,34,30.3,92.9,1,2
4.6,3.7,1.4,0.4,17.02,0.56,17.58,3.286,3.5,2.38,22.5,59,9.9,7.12,76,203.0,64.8,0,0
5.4,3.1,1.9,0.6,16.74,1.14,17.88,2.842,3.167,3.18,18.9,61,4.7,7.19,34,121.6,70.3,0,0
7.4,3.7,5.3,2.2,27.38,11.66,39.04,1.396,2.409,14.51,23.3,85,7.4,5.9,46,133.0,96.2,1,2
4.6,2.6,1.7,0.5,11.96,0.85,12.81,2.706,3.4,2.03,20.7,82,4.1,7.42,36,66.8,76.7,2,0
4.8,3.2,1.5,0.1,15.36,0.15,15.51,3.2,15.0,2.3,20.6,86,7.2,5.88,43,151.2,69.9,0,0
5.6,3.3,4.8,1.6,18.48,7.68,26.16,1.167,3.0,8.87,24.1,85,6.3,5.64,35,49.3,85.6,2,1
4.5,2.8,1.5,0.3,12.6,0.45,13.05,3.0,5.0,1.89,21.1,63,9.5,6.0,75,102.3,76.9,2,0
5.8,2.5,1.5,0.5,14.5,0.75,15.25,3.867,3.0,2.17,31.0,77,5.9,6.74,64,180.4,65.3,0,0
6.9,3.4,4.4,1.0,23.46,4.4,27.86,1.568,4.4,10.32,23.9,57,6.0,7.03,38,67.0,83.9,2,1
6.8,2.9,4.8,1.2,19.72,5.76,25.48,1.417,4.0,9.47,19.0,81,9.4,6.91,78,205.7,79.1,2,1
5.7,3.6,1.6,0.1,20.52,0.16,20.68,3.562,16.0,3.28,25.7,53,5.6,5.58,32,134.2,65.9,0,0
5.8,2.4,4.8,1.8,13.92,8.64,22.56,1.208,2.667,6.68,18.3,48,4.2,7.06,42,142.9,93.0,1,1
7.0,2.2,5.7,1.8,15.4,10.26,25.66,1.228,3.167,8.78,23.3,53,6.6,6.35,38,46.6,84.4,2,2
7.8,2.8,5.0,1.9,21.84,9.5,31.34,1.56,2.632,10.92,18.8,59,4.6,5.52,56,191.9,95.2,1,2
6.6,3.8,4.5,2.2,25.08,9.9,34.98,1.467,2.045,11.29,29.4,49,4.3,6.38,48,30.1,87.4,2,2
7.6,3.8,4.8,1.8,28.88,8.64,37.52,1.583,2.667,13.86,27.2,87,4.5,6.0,64,67.3,90.6,1,2
6.8,3.2,3.9,1.2,21.76,4.68,26.44,1.744,3.25,8.49,23.1,80,5.8,6.81,63,225.4,76.5,2,1
6.4,2.3,6.7,2.2,14.72,14.74,29.46,0.955,3.045,9.86,26.7,62,4.5,7.32,83,244.5,95.2,1,2
6.6,2.4,6.2,2.3,15.84,14.26,30.1,1.065,2.696,9.82,18.5,60,8.2,6.8,59,239.2,90.9,1,2
4.7,3.5,1.3,0.6,16.45,0.78,17.23,3.615,2.167,2.14,18.8,84,6.3,5.54,54,108.5,64.3,0,0
4.9,3.7,1.5,0.4,18.13,0.6,18.73,3.267,3.75,2.72,18.4,67,9.6,7.32,78,225.4,78.0,2,0
6.6,2.8,4.6,1.3,18.48,5.98,24.46,1.435,3.538,8.5,29.6,72,9.2,7.07,77,193.1,86.9,2,1
6.1,3.4,6.1,2.3,20.74,14.03,34.77,1.0,2.652,12.65,31.1,74,6.5,6.94,79,139.3,92.7,1,2
5.9,3.4,3.5,1.7,20.06,5.95,26.01,1.686,2.059,7.02,21.9,88,9.7,5.67,45,197.4,78.6,2,1
6.1,3.2,5.4,2.1,19.52,11.34,30.86,1.13,2.571,10.54,29.0,83,4.1,6.11,72,93.8,88.9,1,2
5.0,2.3,1.0,0.1,11.5,0.1,11.6,5.0,10.0,1.15,23.0,85,9.1,5.94,33,153.3,63.5,0,0
6.6,3.7,5.6,1.7,24.42,9.52,33.94,1.179,3.294,13.68,29.0,61,9.2,5.75,70,60.1,95.0,1,2
5.0,2.4,4.6,2.2,12.0,10.12,22.12,1.087,2.091,5.52,30.0,82,5.9,6.61,44,34.0,93.7,1,2
6.9,2.0,4.8,1.7,13.8,8.16,21.96,1.438,2.824,6.62,25.6,47,7.6,6.2,34,136.6,80.1,2,1
4.7,3.0,1.3,0.5,14.1,0.65,14.75,3.615,2.6,1.83,23.8,86,6.6,6.07,31,95.1,75.9,2,0
6.9,3.3,3.8,1.8,22.77,6.84,29.61,1.816,2.111,8.65,22.1,46,5.0,5.59,39,229.7,76.1,2,1
5.5,2.7,6.2,2.2,14.85,13.64,28.49,0.887,2.818,9.21,29.0,90,6.1,5.93,83,154.0,99.8,1,2
4.9,4.4,1.1,0.1,21.56,0.11,21.67,4.455,11.0,2.37,31.1,59,7.4,7.5,70,146.1,68.9,0,0
5.3,3.6,6.4,2.1,19.08,13.44,32.52,0.828,3.048,12.21,27.2,78,6.6,6.04,83,152.3,100.0,1,2
5.4,3.1,3.8,1.4,16.74,5.32,22.06,1.421,2.714,6.36,28.5,52,8.2,6.39,56,103.2,78.3,2,1
5.1,2.8,5.7,1.7,14.28,9.69,23.97,0.895,3.353,8.14,29.0,59,7.4,7.15,38,232.9,85.3,2,2
6.3,2.9,4.3,1.6,18.27,6.88,25.15,1.465,2.687,7.86,22.8,52,4.5,6.34,39,152.5,85.9,2,1
5.6,4.1,1.0,0.2,22.96,0.2,23.16,5.6,5.0,2.3,21.7,80,8.3,6.44,36,49.1,62.9,0,0
5.0,2.2,3.2,1.4,11.0,4.48,15.48,1.562,2.286,3.52,25.4,69,9.4,6.21,55,180.3,74.8,0,1
5.1,3.3,4.9,1.5,16.83,7.35,24.18,1.041,3.267,8.25,26.6,47,4.4,7.34,58,229.5,86.8,2,1
7.4,2.7,5.6,1.5,19.98,8.4,28.38,1.321,3.733,11.19,20.6,82,9.5,7.37,35,55.0,78.9,2,2
6.0,3.2,5.4,1.9,19.2,10.26,29.46,1.111,2.842,10.37,25.1,82,5.7,7.05,44,88.4,88.0,2,2
6.5,3.0,5.7,2.4,19.5,13.68,33.18,1.14,2.375,11.12,22.0,69,5.9,5.86,39,29.6,100.0,1,2
5.5,3.0,5.9,2.1,16.5,12.39,28.89,0.932,2.81,9.74,19.4,63,5.0,6.08,61,121.0,100.0,1,2
6.9,2.4,4.3,1.1,16.56,4.73,21.29,1.605,3.909,7.12,21.2,62,4.8,5.91,83,137.0,74.2,0,1
7.6,3.7,5.8,2.3,28.12,13.34,41.46,1.31,2.522,16.31,18.1,46,6.2,6.06,66,118.1,95.8,1,2
5.5,2.9,1.1,0.5,15.95,0.55,16.5,5.0,2.2,1.75,29.8,73,9.3,6.49,35,218.8,79.0,2,0
6.9,3.7,6.4,2.2,25.53,14.08,39.61,1.078,2.909,16.34,21.1,49,6.0,6.51,47,124.3,100.0,1,2
7.2,3.3,5.3,2.4,23.76,12.72,36.48,1.358,2.208,12.59,24.1,90,8.8,6.14,83,148.4,100.0,1,2
5.0,3.2,4.5,1.6,16.0,7.2,23.2,1.111,2.812,7.2,23.3,59,8.0,6.03,39,131.4,79.4,2,2
5.5,2.3,4.8,1.8,12.65,8.64,21.29,1.146,2.667,6.07,30.0,58,4.0,5.63,65,160.6,90.6,1,1
4.9,2.9,1.3,0.4,14.21,0.52,14.73,3.769,3.25,1.85,26.9,75,7.2,7.41,49,213.4,77.0,2,0
6.4,3.5,5.4,1.8,22.4,9.72,32.12,1.185,3.0,12.1,24.7,51,5.3,7.43,78,195.7,88.2,1,2
5.6,2.9,3.2,1.4,16.24,4.48,20.72,1.75,2.286,5.2,22.5,52,6.1,6.3,38,197.9,78.7,2,1
6.2,3.0,3.1,1.2,18.6,3.72,22.32,2.0,2.583,5.77,21.0,71,4.4,7.04,46,175.2,76.0,2,1
5.8,2.4,3.1,1.4,13.92,4.34,18.26,1.871,2.214,4.32,21.1,85,8.9,6.12,56,70.9,84.7,2,1
5.5,3.2,6.8,2.1,17.6,14.28,31.88,0.809,3.238,11.97,22.6,83,7.2,7.4,31,204.6,92.0,1,2
5.9,2.8,6.3,1.5,16.52,9.45,25.97,0.937,4.2,10.41,18.7,58,6.2,5.9,40,212.8,87.2,2,2
5.6,3.5,6.7,1.8,19.6,12.06,31.66,0.836,3.722,13.13,21.0,60,9.6,5.57,31,193.7,94.5,1,2
6.1,3.0,4.9,1.7,18.3,8.33,26.63,1.245,2.882,8.97,21.2,89,5.5,6.04,37,207.0,84.7,2,2
5.2,3.0,3.6,1.1,15.6,3.96,19.56,1.444,3.273,5.62,19.0,90,8.6,6.33,30,190.8,78.6,2,1
4.4,3.5,1.4,0.5,15.4,0.7,16.1,3.143,2.8,2.16,30.0,65,6.6,6.99,49,83.0,66.6,0,0
6.9,2.8,3.8,1.3,19.32,4.94,24.26,1.816,2.923,7.34,21.1,71,7.4,6.47,74,142.6,75.8,2,1
5.8,3.8,1.9,0.5,22.04,0.95,22.99,3.053,3.8,4.19,28.0,73,5.3,7.45,55,197.4,71.1,0,0
6.1,2.9,3.7,1.6,17.69,5.92,23.61,1.649,2.312,6.55,31.7,51,7.4,5.92,61,156.5,75.2,2,1
6.2,2.7,4.5,1.5,16.74,6.75,23.49,1.378,3.0,7.53,21.3,76,5.5,6.12,51,211.9,76.1,2,1
6.6,2.9,4.5,2.2,19.14,9.9,29.04,1.467,2.045,8.61,28.6,76,7.3,6.13,71,74.2,89.2,1,2
6.0,3.2,5.1,1.1,19.2,5.61,24.81,1.176,4.636,9.79,19.5,89,4.5,5.75,30,57.3,85.2,2,1
4.6,4.1,1.1,0.5,18.86,0.55,19.41,4.182,2.2,2.07,24.9,85,8.8,6.47,77,221.1,69.8,0,0
4.7,3.2,1.3,0.6,15.04,0.78,15.82,3.615,2.167,1.96,27.5,78,5.9,7.28,66,169.6,65.8,0,0
7.0,3.5,6.8,1.8,24.5,12.24,36.74,1.029,3.778,16.66,26.5,75,6.8,7.37,77,185.6,100.0,1,2
4.5,3.8,1.4,0.3,17.1,0.42,17.52,3.214,4.667,2.39,20.5,75,4.4,7.45,49,181.3,66.0,0,0
5.1,3.0,1.1,0.3,15.3,0.33,15.63,4.636,3.667,1.68,20.2,67,7.8,7.27,52,164.6,77.5,2,0
5.5,3.3,3.9,1.6,18.15,6.24,24.39,1.41,2.438,7.08,23.1,70,9.6,6.62,71,171.7,75.7,2,1
4.5,2.8,1.2,0.4,12.6,0.48,13.08,3.75,3.0,1.51,19.8,78,7.5,7.03,51,152.4,76.6,2,0
5.7,3.5,6.6,2.1,19.95,13.86,33.81,0.864,3.143,13.17,24.6,55,4.0,5.96,43,41.0,100.0,1,2
4.5,3.3,1.0,0.1,14.85,0.1,14.95,4.5,10.0,1.48,31.6,53,7.1,6.38,72,128.5,67.0,0,0
4.7,3.1,1.7,0.5,14.57,0.85,15.42,2.765,3.4,2.48,23.0,78,5.9,5.66,68,213.7,79.0,2,0
7.4,3.3,6.5,2.0,24.42,13.0,37.42,1.138,3.25,15.87,24.9,61,8.1,6.62,57,170.0,90.8,1,2
6.7,3.1,3.7,1.3,20.77,4.81,25.58,1.811,2.846,7.68,26.6,57,6.3,5.86,77,249.0,74.8,0,1
6.0,2.0,3.7,1.1,12.0,4.07,16.07,1.622,3.364,4.44,23.2,61,7.0,5.53,47,27.7,74.5,0,1
5.7,3.4,4.5,1.2,19.38,5.4,24.78,1.267,3.75,8.72,18.8,81,8.9,7.23,60,249.4,82.9,2,1
5.3,3.0,4.4,1.4,15.9,6.16,22.06,1.205,3.143,7.0,19.5,68,4.2,7.29,39,182.3,77.2,2,1
4.4,4.1,1.1,0.3,18.04,0.33,18.37,4.0,3.667,1.98,27.9,65,4.6,6.59,84,64.7,72.5,0,0
4.8,3.7,1.8,0.5,17.76,0.9,18.66,2.667,3.6,3.2,20.4,82,8.3,6.23,30,236.3,70.3,0,0
6.9,2.3,6.5,2.0,15.87,13.0,28.87,1.062,3.25,10.32,28.2,50,5.0,5.59,68,65.7,96.1,1,2
5.3,4.1,1.8,0.3,21.73,0.54,22.27,2.944,6.0,3.91,25.8,52,6.0,6.64,74,39.8,78.0,2,0
4.5,2.5,1.7,0.2,11.25,0.34,11.59,2.647,8.5,1.91,26.3,46,8.6,7.08,43,166.7,70.0,0,0
7.7,2.7,6.1,2.4,20.79,14.64,35.43,1.262,2.542,12.68,30.1,53,5.9,6.26,48,60.9,93.5,1,2
5.8,3.2,3.6,1.2,18.56,4.32,22.88,1.611,3.0,6.68,31.7,61,8.2,6.03,61,101.7,76.5,2,1
6.5,3.5,6.1,1.6,22.75,9.76,32.51,1.066,3.812,13.88,31.3,82,6.3,6.58,43,248.6,88.5,1,2
7.3,3.5,5.0,2.2,25.55,11.0,36.55,1.46,2.273,12.78,25.1,62,4.5,7.05,46,70.2,88.2,1,2
